date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:38:40	53021/53021	---M-Z	200	added ('OK')	text/html	etag:%22cf1d-657d35a5-11c282246ede1c3a;gz%22	https://themegenix.net/html/zaira/blog.html	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/blog.html	(from https://themegenix.net/html/zaira/index.html)
20:38:41	82032/82032	---M-Z	200	added ('OK')	text/html	etag:%2214070-657d35a5-b3eaa0c84c2bce49;gz%22	https://themegenix.net/html/zaira/index-2.html	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/index-2.html	(from https://themegenix.net/html/zaira/index.html)
20:38:41	86463/86463	---M-Z	200	added ('OK')	text/html	etag:%22151bf-657d35a5-c89ef226c0492232;gz%22	https://themegenix.net/html/zaira/index-3.html	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/index-3.html	(from https://themegenix.net/html/zaira/index.html)
20:38:41	62727/62727	---M-Z	200	added ('OK')	text/html	etag:%22f507-657d35a5-d7b09e903d027816;gz%22	https://themegenix.net/html/zaira/index-4.html	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/index-4.html	(from https://themegenix.net/html/zaira/index.html)
20:38:42	91418/91418	---M-Z	200	added ('OK')	text/html	etag:%221651a-657d35a5-415802fcf5347211;gz%22	https://themegenix.net/html/zaira/index-5.html	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/index-5.html	(from https://themegenix.net/html/zaira/index.html)
20:38:42	80948/80948	---M-Z	200	added ('OK')	text/html	etag:%2213c34-657d35a5-b8037085130ad396;gz%22	https://themegenix.net/html/zaira/index-6.html	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/index-6.html	(from https://themegenix.net/html/zaira/index.html)
20:38:42	53844/53844	---M-Z	200	added ('OK')	text/html	etag:%22d254-657d35a5-625175289a4ecdc5;gz%22	https://themegenix.net/html/zaira/blog-details.html	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/blog-details.html	(from https://themegenix.net/html/zaira/index.html)
20:38:42	53879/53879	---M-Z	200	added ('OK')	text/html	etag:%22d277-657d35a5-5532ce84028ff286;gz%22	https://themegenix.net/html/zaira/blog-details-two.html	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/blog-details-two.html	(from https://themegenix.net/html/zaira/index.html)
20:38:43	55957/55957	---M-Z	200	added ('OK')	text/html	etag:%22da95-657d35a5-6e242200eba257fd;gz%22	https://themegenix.net/html/zaira/author.html	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/author.html	(from https://themegenix.net/html/zaira/index.html)
20:38:43	53210/53210	---M-Z	200	added ('OK')	text/html	etag:%22cfda-657d35a5-4c7bac5ddb7361a5;gz%22	https://themegenix.net/html/zaira/blog-2.html	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/blog-2.html	(from https://themegenix.net/html/zaira/index.html)
20:38:43	55331/55331	---M-Z	200	added ('OK')	text/html	etag:%22d823-657d35a5-a54cbc2c46cd0f4f;gz%22	https://themegenix.net/html/zaira/blog-3.html	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/blog-3.html	(from https://themegenix.net/html/zaira/index.html)
20:38:43	3355/3355	---M--	200	added ('OK')	image/png	etag:%22d1b-657d35ae-6355607fe447b9b0;;;%22	https://themegenix.net/html/zaira/assets/img/logo/logo.png	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/logo/logo.png	(from https://themegenix.net/html/zaira/index.html)
20:38:43	2785/2785	---M--	200	added ('OK')	image/png	etag:%22ae1-657d35ae-bf417b6eacd73d5d;;;%22	https://themegenix.net/html/zaira/assets/img/logo/w_logo.png	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/logo/w_logo.png	(from https://themegenix.net/html/zaira/index.html)
20:38:44	103637/103637	---M--	200	added ('OK')	image/jpeg	etag:%22194d5-657d35aa-f6230e7cbe75ff68;;;%22	https://themegenix.net/html/zaira/assets/img/blog/hr_post01.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/hr_post01.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:44	96940/96940	---M--	200	added ('OK')	image/jpeg	etag:%2217aac-657d35aa-6b384d81eb4b56bc;;;%22	https://themegenix.net/html/zaira/assets/img/blog/hr_post02.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/hr_post02.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:44	205426/205426	---M--	200	added ('OK')	image/jpeg	etag:%2232272-657d35aa-d949270e95dc227f;;;%22	https://themegenix.net/html/zaira/assets/img/blog/hr_post03.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/hr_post03.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:45	97382/97382	---M--	200	added ('OK')	image/jpeg	etag:%2217c66-657d35aa-bb9533ea870cd022;;;%22	https://themegenix.net/html/zaira/assets/img/blog/hr_post04.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/hr_post04.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:45	261476/261476	---M--	200	added ('OK')	image/jpeg	etag:%223fd64-657d35aa-ee2b5dc7d0c87e89;;;%22	https://themegenix.net/html/zaira/assets/img/blog/hr_post05.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/hr_post05.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:45	90749/90749	---M--	200	added ('OK')	image/jpeg	etag:%221627d-657d35aa-a5ab5ac237c829b0;;;%22	https://themegenix.net/html/zaira/assets/img/blog/hr_post06.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/hr_post06.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:45	230022/230022	---M--	200	added ('OK')	image/jpeg	etag:%2238286-657d35a9-e3763c6b4a1e0e31;;;%22	https://themegenix.net/html/zaira/assets/img/blog/featured_post01.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/featured_post01.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:45	107734/107734	---M--	200	added ('OK')	image/jpeg	etag:%221a4d6-657d35a9-6f48fa48c315e7c;;;%22	https://themegenix.net/html/zaira/assets/img/blog/featured_post02.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/featured_post02.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:45	127038/127038	---M--	200	added ('OK')	image/jpeg	etag:%221f03e-657d35aa-330c81f7d14b8655;;;%22	https://themegenix.net/html/zaira/assets/img/blog/featured_post03.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/featured_post03.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:46	170190/170190	---M--	200	added ('OK')	image/jpeg	etag:%22298ce-657d35aa-2e3e35fd6590304d;;;%22	https://themegenix.net/html/zaira/assets/img/blog/featured_post04.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/featured_post04.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:46	8923/8923	---M--	200	added ('OK')	image/png	etag:%2222db-657d35ae-fdf1727d926cc370;;;%22	https://themegenix.net/html/zaira/assets/img/images/newsletter_shape01.png	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/images/newsletter_shape01.png	(from https://themegenix.net/html/zaira/index.html)
20:38:46	6538/6538	---M--	200	added ('OK')	image/png	etag:%22198a-657d35ae-95cf63d3f5ff72f6;;;%22	https://themegenix.net/html/zaira/assets/img/images/newsletter_shape02.png	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/images/newsletter_shape02.png	(from https://themegenix.net/html/zaira/index.html)
20:38:46	147910/147910	---M--	200	added ('OK')	image/jpeg	etag:%22241c6-657d35aa-4f10c88f3099c05c;;;%22	https://themegenix.net/html/zaira/assets/img/blog/latest_post01.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/latest_post01.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:46	69012/69012	---M--	200	added ('OK')	image/jpeg	etag:%2210d94-657d35aa-9f9b6ac9107b113b;;;%22	https://themegenix.net/html/zaira/assets/img/blog/latest_post02.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/latest_post02.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:47	13007/13007	---M--	200	added ('OK')	image/png	etag:%2232cf-657d35ad-214885772ea4415e;;;%22	https://themegenix.net/html/zaira/assets/img/images/avatar_img.png	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/images/avatar_img.png	(from https://themegenix.net/html/zaira/index.html)
20:38:47	177135/177135	---M--	200	added ('OK')	image/jpeg	etag:%222b3ef-657d35aa-9da0ed67faef3133;;;%22	https://themegenix.net/html/zaira/assets/img/blog/latest_post03.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/latest_post03.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:47	7526/7526	---M--	200	added ('OK')	image/png	etag:%221d66-657d35ad-f3ba0592cc207ee;;;%22	https://themegenix.net/html/zaira/assets/img/images/avatar_shape01.png	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/images/avatar_shape01.png	(from https://themegenix.net/html/zaira/index.html)
20:38:47	3752/3752	---M--	200	added ('OK')	image/png	etag:%22ea8-657d35ad-49df5622c60c3896;;;%22	https://themegenix.net/html/zaira/assets/img/images/avatar_shape02.png	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/images/avatar_shape02.png	(from https://themegenix.net/html/zaira/index.html)
20:38:48	18765/18765	---M--	200	added ('OK')	image/png	etag:%22494d-657d35ad-b0b95dd374951744;;;%22	https://themegenix.net/html/zaira/assets/img/images/categories_img01.png	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/images/categories_img01.png	(from https://themegenix.net/html/zaira/index.html)
20:38:48	22472/22472	---M--	200	added ('OK')	image/png	etag:%2257c8-657d35ad-1b58a24dc7b5d243;;;%22	https://themegenix.net/html/zaira/assets/img/images/categories_img02.png	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/images/categories_img02.png	(from https://themegenix.net/html/zaira/index.html)
20:38:48	22514/22514	---M--	200	added ('OK')	image/png	etag:%2257f2-657d35ad-895393cd25222a26;;;%22	https://themegenix.net/html/zaira/assets/img/images/categories_img03.png	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/images/categories_img03.png	(from https://themegenix.net/html/zaira/index.html)
20:38:48	20362/20362	---M--	200	added ('OK')	image/png	etag:%224f8a-657d35ad-d5804c0c836a16f6;;;%22	https://themegenix.net/html/zaira/assets/img/images/categories_img04.png	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/images/categories_img04.png	(from https://themegenix.net/html/zaira/index.html)
20:38:48	21105/21105	---M--	200	added ('OK')	image/png	etag:%225271-657d35ad-5e6664c43a7dd4b1;;;%22	https://themegenix.net/html/zaira/assets/img/images/categories_img05.png	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/images/categories_img05.png	(from https://themegenix.net/html/zaira/index.html)
20:38:49	21102/21102	---M--	200	added ('OK')	image/png	etag:%22526e-657d35ad-b7b0569646e5fede;;;%22	https://themegenix.net/html/zaira/assets/img/images/categories_img06.png	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/images/categories_img06.png	(from https://themegenix.net/html/zaira/index.html)
20:38:49	29920/29920	---M--	200	added ('OK')	image/png	etag:%2274e0-657d35ad-6d4de372d09c5a81;;;%22	https://themegenix.net/html/zaira/assets/img/images/categories_shape01.png	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/images/categories_shape01.png	(from https://themegenix.net/html/zaira/index.html)
20:38:49	25777/25777	---M--	200	added ('OK')	image/png	etag:%2264b1-657d35ad-98afd14d7fbc2905;;;%22	https://themegenix.net/html/zaira/assets/img/images/categories_shape02.png	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/images/categories_shape02.png	(from https://themegenix.net/html/zaira/index.html)
20:38:50	115554/115554	---M--	200	added ('OK')	image/jpeg	etag:%221c362-657d35ab-802d9b30c3bb79a3;;;%22	https://themegenix.net/html/zaira/assets/img/blog/recipe_img01.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/recipe_img01.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:50	79902/79902	---M--	200	added ('OK')	image/jpeg	etag:%221381e-657d35ab-6aff86185eec464b;;;%22	https://themegenix.net/html/zaira/assets/img/blog/recipe_img02.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/recipe_img02.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:50	128685/128685	---M--	200	added ('OK')	image/jpeg	etag:%221f6ad-657d35ab-8e6a58a044b7db38;;;%22	https://themegenix.net/html/zaira/assets/img/blog/recipe_img03.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/recipe_img03.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:50	102889/102889	---M--	200	added ('OK')	image/jpeg	etag:%22191e9-657d35ab-8e47a9308935ea48;;;%22	https://themegenix.net/html/zaira/assets/img/blog/recipe_img04.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/recipe_img04.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:50	58620/58620	---M--	200	added ('OK')	image/jpeg	etag:%22e4fc-657d35ac-7da985b345045dd8;;;%22	https://themegenix.net/html/zaira/assets/img/images/advertisement01.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/images/advertisement01.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:50	9967/9967	---M--	200	added ('OK')	image/jpeg	etag:%2226ef-657d35ab-e52276fb1ef33f69;;;%22	https://themegenix.net/html/zaira/assets/img/blog/popular_post01.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/popular_post01.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:51	12154/12154	---M--	200	added ('OK')	image/jpeg	etag:%222f7a-657d35ab-fa626fa505e3b2aa;;;%22	https://themegenix.net/html/zaira/assets/img/blog/popular_post02.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/popular_post02.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:51	12529/12529	---M--	200	added ('OK')	image/jpeg	etag:%2230f1-657d35ab-e60022b789dee373;;;%22	https://themegenix.net/html/zaira/assets/img/blog/popular_post03.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/popular_post03.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:51	10795/10795	---M--	200	added ('OK')	image/jpeg	etag:%222a2b-657d35ab-488b8cf05b86f8c8;;;%22	https://themegenix.net/html/zaira/assets/img/blog/popular_post04.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/popular_post04.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:51	10288/10288	---M--	200	added ('OK')	image/jpeg	etag:%222830-657d35ab-491b68eaeea28463;;;%22	https://themegenix.net/html/zaira/assets/img/blog/popular_post05.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/blog/popular_post05.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:52	126702/126702	---M--	200	added ('OK')	image/jpeg	etag:%221eeee-657d35ac-f777d2b53e1ea024;;;%22	https://themegenix.net/html/zaira/assets/img/images/advertisement02.jpg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/images/advertisement02.jpg	(from https://themegenix.net/html/zaira/index.html)
20:38:52	21478/21478	---M--	200	added ('OK')	image/png	etag:%2253e6-657d35ad-e94b50b1c09f665a;;;%22	https://themegenix.net/html/zaira/assets/img/images/footer_shape.png	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/img/images/footer_shape.png	(from https://themegenix.net/html/zaira/index.html)
20:38:52	107748/107748	---M-Z	200	added ('OK')	application/x-javascript	etag:%221a4e4-657d35af-c1d564bf2e9f4940;gz%22	https://themegenix.net/html/zaira/assets/js/vendor/jquery-3.6.0.min.js	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/js/vendor/jquery-3.6.0.min.js	(from https://themegenix.net/html/zaira/index.html)
20:38:52	78129/78129	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213131-657d35a7-2e0f63f436b31ecb;gz%22	https://themegenix.net/html/zaira/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/js/bootstrap.min.js	(from https://themegenix.net/html/zaira/index.html)
20:38:53	20216/20216	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ef8-657d35a7-45c71798340e2349;gz%22	https://themegenix.net/html/zaira/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/js/jquery.magnific-popup.min.js	(from https://themegenix.net/html/zaira/index.html)
20:38:53	42863/42863	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a76f-657d35a7-efd065cbf3cd8777;gz%22	https://themegenix.net/html/zaira/assets/js/slick.min.js	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/js/slick.min.js	(from https://themegenix.net/html/zaira/index.html)
20:38:53	141251/141251	---M-Z	200	added ('OK')	application/x-javascript	etag:%22227c3-657d35a7-eb94140f4ce09770;gz%22	https://themegenix.net/html/zaira/assets/js/swiper-bundle.js	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/js/swiper-bundle.js	(from https://themegenix.net/html/zaira/index.html)
20:38:53	1250/1250	---M-Z	200	added ('OK')	application/x-javascript	etag:%224e2-657d35a7-5be3360e51bee05e;gz%22	https://themegenix.net/html/zaira/assets/js/ajax-form.js	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/js/ajax-form.js	(from https://themegenix.net/html/zaira/index.html)
20:38:53	8415/8415	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220df-657d35a7-d0908b0413404bb8;gz%22	https://themegenix.net/html/zaira/assets/js/wow.min.js	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/js/wow.min.js	(from https://themegenix.net/html/zaira/index.html)
20:38:54	12686/12686	---M-Z	200	added ('OK')	application/x-javascript	etag:%22318e-657d35a7-5ca5237f8c4de8e3;gz%22	https://themegenix.net/html/zaira/assets/js/main.js	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/js/main.js	(from https://themegenix.net/html/zaira/index.html)
20:38:54	134294/134294	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220c96-657d35a6-af674e7d3b2115cd;gz%22	https://themegenix.net/html/zaira/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/fonts/fa-brands-400.eot	(from https://themegenix.net/html/zaira/assets/css/fontawesome-all.min.css)
20:38:54	134294/134294	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220c96-657d35a6-af674e7d3b2115cd;gz%22	https://themegenix.net/html/zaira/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/fonts/fa-brands-400d41d.eot	(from https://themegenix.net/html/zaira/assets/css/fontawesome-all.min.css)
20:38:54	76736/76736	---M--	200	added ('OK')	font/woff2	etag:%2212bc0-657d35a6-ac555c6935c44412;;;%22	https://themegenix.net/html/zaira/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/fonts/fa-brands-400.woff2	(from https://themegenix.net/html/zaira/assets/css/fontawesome-all.min.css)
20:38:55	89988/89988	---M--	200	added ('OK')	application/font-woff	etag:%2215f84-657d35a6-3938776d5d7f99bf;;;%22	https://themegenix.net/html/zaira/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/fonts/fa-brands-400.woff	(from https://themegenix.net/html/zaira/assets/css/fontawesome-all.min.css)
20:38:55	133988/133988	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2220b64-657d35a6-fa93a186645e83b4;gz%22	https://themegenix.net/html/zaira/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/fonts/fa-brands-400.ttf	(from https://themegenix.net/html/zaira/assets/css/fontawesome-all.min.css)
20:38:55	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-657d35a6-8c533926f8086518;gz%22	https://themegenix.net/html/zaira/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/fonts/fa-regular-400.eot	(from https://themegenix.net/html/zaira/assets/css/fontawesome-all.min.css)
20:38:56	747927/747927	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b6997-657d35a6-4a7f428e8dbb3acb;gz%22	https://themegenix.net/html/zaira/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/fonts/fa-brands-400.svg	(from https://themegenix.net/html/zaira/assets/css/fontawesome-all.min.css)
20:38:56	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-657d35a6-8c533926f8086518;gz%22	https://themegenix.net/html/zaira/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/fonts/fa-regular-400d41d.eot	(from https://themegenix.net/html/zaira/assets/css/fontawesome-all.min.css)
20:38:56	13224/13224	---M--	200	added ('OK')	font/woff2	etag:%2233a8-657d35a6-e341ed463fd02803;;;%22	https://themegenix.net/html/zaira/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/fonts/fa-regular-400.woff2	(from https://themegenix.net/html/zaira/assets/css/fontawesome-all.min.css)
20:38:56	16276/16276	---M--	200	added ('OK')	application/font-woff	etag:%223f94-657d35a6-6efdcd92615ff343;;;%22	https://themegenix.net/html/zaira/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/fonts/fa-regular-400.woff	(from https://themegenix.net/html/zaira/assets/css/fontawesome-all.min.css)
20:38:56	33736/33736	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2283c8-657d35a6-24c88f640167206f;gz%22	https://themegenix.net/html/zaira/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/fonts/fa-regular-400.ttf	(from https://themegenix.net/html/zaira/assets/css/fontawesome-all.min.css)
20:38:56	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	etag:%222354a-657d35a6-11af19ea16ffb01c;gz%22	https://themegenix.net/html/zaira/assets/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/new/themegenix.net/html/zaira/assets/fonts/fa-regular-400.svg	(from https://themegenix.net/html/zaira/assets/css/fontawesome-all.min.css)
